chrom,chromStart,chromEnd,name,snplistName,population,numVariants,numIndices,numEntries,info
3,25035003,26996849,1kg_chr3_25035003_26996849.AMR.edgelist,1kg_chr3_25035003_26996849.snplist,AMR,14996,6788,76134,""
3,25035003,26996849,1kg_chr3_25035003_26996849.EAS.edgelist,1kg_chr3_25035003_26996849.snplist,EAS,14996,4891,45065,""
3,25035003,26996849,1kg_chr3_25035003_26996849.SAS.edgelist,1kg_chr3_25035003_26996849.snplist,SAS,14996,5596,56282,""
3,26996849,30160118,1kg_chr3_26996849_30160118.EUR.edgelist,1kg_chr3_26996849_30160118.snplist,EUR,22536,9259,97535,""
3,26996849,30160118,1kg_chr3_26996849_30160118.EAS.edgelist,1kg_chr3_26996849_30160118.snplist,EAS,22536,8434,82076,""
3,26996849,30160118,1kg_chr3_26996849_30160118.AFR.edgelist,1kg_chr3_26996849_30160118.snplist,AFR,22536,15056,112181,""
3,26996849,30160118,1kg_chr3_26996849_30160118.SAS.edgelist,1kg_chr3_26996849_30160118.snplist,SAS,22536,9464,95776,""
3,26996849,30160118,1kg_chr3_26996849_30160118.AMR.edgelist,1kg_chr3_26996849_30160118.snplist,AMR,22536,10755,121263,""
3,30160118,32194255,1kg_chr3_30160118_32194255.AFR.edgelist,1kg_chr3_30160118_32194255.snplist,AFR,15121,9939,114038,""
3,30160118,32194255,1kg_chr3_30160118_32194255.EUR.edgelist,1kg_chr3_30160118_32194255.snplist,EUR,15121,5836,59740,""
3,30160118,32194255,1kg_chr3_30160118_32194255.AMR.edgelist,1kg_chr3_30160118_32194255.snplist,AMR,15121,7242,82404,""
3,30160118,32194255,1kg_chr3_30160118_32194255.SAS.edgelist,1kg_chr3_30160118_32194255.snplist,SAS,15121,6769,70160,""
3,30160118,32194255,1kg_chr3_30160118_32194255.EAS.edgelist,1kg_chr3_30160118_32194255.snplist,EAS,15121,6213,61547,""
3,32194255,33214462,1kg_chr3_32194255_33214462.EAS.edgelist,1kg_chr3_32194255_33214462.snplist,EAS,7783,2934,27607,""
3,32194255,33214462,1kg_chr3_32194255_33214462.AMR.edgelist,1kg_chr3_32194255_33214462.snplist,AMR,7783,3566,38600,""
3,32194255,33214462,1kg_chr3_32194255_33214462.EUR.edgelist,1kg_chr3_32194255_33214462.snplist,EUR,7783,3202,32649,""
3,32194255,33214462,1kg_chr3_32194255_33214462.AFR.edgelist,1kg_chr3_32194255_33214462.snplist,AFR,7783,4959,54242,""
3,32194255,33214462,1kg_chr3_32194255_33214462.SAS.edgelist,1kg_chr3_32194255_33214462.snplist,SAS,7783,3379,33461,""
3,33214462,35872145,1kg_chr3_33214462_35872145.SAS.edgelist,1kg_chr3_33214462_35872145.snplist,SAS,15738,6315,67114,""
3,33214462,35872145,1kg_chr3_33214462_35872145.EUR.edgelist,1kg_chr3_33214462_35872145.snplist,EUR,15738,6448,71378,""
3,33214462,35872145,1kg_chr3_33214462_35872145.EAS.edgelist,1kg_chr3_33214462_35872145.snplist,EAS,15738,5275,51999,""
3,33214462,35872145,1kg_chr3_33214462_35872145.AMR.edgelist,1kg_chr3_33214462_35872145.snplist,AMR,15738,7242,83471,""
3,33214462,35872145,1kg_chr3_33214462_35872145.AFR.edgelist,1kg_chr3_33214462_35872145.snplist,AFR,15738,10023,117395,""
3,35872145,38312014,1kg_chr3_35872145_38312014.AMR.edgelist,1kg_chr3_35872145_38312014.snplist,AMR,14772,6242,66052,""
3,35872145,38312014,1kg_chr3_35872145_38312014.EUR.edgelist,1kg_chr3_35872145_38312014.snplist,EUR,14772,5522,52870,""
3,35872145,38312014,1kg_chr3_35872145_38312014.SAS.edgelist,1kg_chr3_35872145_38312014.snplist,SAS,14772,5510,52271,""
3,35872145,38312014,1kg_chr3_35872145_38312014.EAS.edgelist,1kg_chr3_35872145_38312014.snplist,EAS,14772,4489,38735,""
3,35872145,38312014,1kg_chr3_35872145_38312014.AFR.edgelist,1kg_chr3_35872145_38312014.snplist,AFR,14772,9220,103011,""
3,38312014,38855490,1kg_chr3_38312014_38855490.AFR.edgelist,1kg_chr3_38312014_38855490.snplist,AFR,3476,2352,24557,""
3,38312014,38855490,1kg_chr3_38312014_38855490.AMR.edgelist,1kg_chr3_38312014_38855490.snplist,AMR,3476,1727,18026,""
3,38312014,38855490,1kg_chr3_38312014_38855490.EUR.edgelist,1kg_chr3_38312014_38855490.snplist,EUR,3476,1382,13511,""
3,38312014,38855490,1kg_chr3_38312014_38855490.SAS.edgelist,1kg_chr3_38312014_38855490.snplist,SAS,3476,1498,14144,""
3,38312014,38855490,1kg_chr3_38312014_38855490.EAS.edgelist,1kg_chr3_38312014_38855490.snplist,EAS,3476,1224,11346,""
3,38855490,40190803,1kg_chr3_38855490_40190803.AFR.edgelist,1kg_chr3_38855490_40190803.snplist,AFR,9488,5849,66136,""
3,38855490,40190803,1kg_chr3_38855490_40190803.AMR.edgelist,1kg_chr3_38855490_40190803.snplist,AMR,9488,4045,44003,""
3,38855490,40190803,1kg_chr3_38855490_40190803.EUR.edgelist,1kg_chr3_38855490_40190803.snplist,EUR,9488,3416,34148,""
3,38855490,40190803,1kg_chr3_38855490_40190803.SAS.edgelist,1kg_chr3_38855490_40190803.snplist,SAS,9488,3816,38550,""
3,38855490,40190803,1kg_chr3_38855490_40190803.EAS.edgelist,1kg_chr3_38855490_40190803.snplist,EAS,9488,3302,32476,""
3,40190803,42375669,1kg_chr3_40190803_42375669.AFR.edgelist,1kg_chr3_40190803_42375669.snplist,AFR,15151,9530,116636,""
3,40190803,42375669,1kg_chr3_40190803_42375669.SAS.edgelist,1kg_chr3_40190803_42375669.snplist,SAS,15151,5634,56676,""
3,40190803,42375669,1kg_chr3_40190803_42375669.EAS.edgelist,1kg_chr3_40190803_42375669.snplist,EAS,15151,5102,49533,""
3,40190803,42375669,1kg_chr3_40190803_42375669.EUR.edgelist,1kg_chr3_40190803_42375669.snplist,EUR,15151,5091,51307,""
3,40190803,42375669,1kg_chr3_40190803_42375669.AMR.edgelist,1kg_chr3_40190803_42375669.snplist,AMR,15151,6668,78948,""
3,42375669,45108216,1kg_chr3_42375669_45108216.EAS.edgelist,1kg_chr3_42375669_45108216.snplist,EAS,15697,4376,41019,""
3,42375669,45108216,1kg_chr3_42375669_45108216.AMR.edgelist,1kg_chr3_42375669_45108216.snplist,AMR,15697,6089,65703,""
3,42375669,45108216,1kg_chr3_42375669_45108216.AFR.edgelist,1kg_chr3_42375669_45108216.snplist,AFR,15697,9287,108765,""
3,42375669,45108216,1kg_chr3_42375669_45108216.EUR.edgelist,1kg_chr3_42375669_45108216.snplist,EUR,15697,5244,53884,""
3,42375669,45108216,1kg_chr3_42375669_45108216.SAS.edgelist,1kg_chr3_42375669_45108216.snplist,SAS,15697,5118,50337,""
3,45108216,47545024,1kg_chr3_45108216_47545024.EAS.edgelist,1kg_chr3_45108216_47545024.snplist,EAS,13933,4658,45931,""
3,45108216,47545024,1kg_chr3_45108216_47545024.EUR.edgelist,1kg_chr3_45108216_47545024.snplist,EUR,13933,5304,58212,""
3,45108216,47545024,1kg_chr3_45108216_47545024.AFR.edgelist,1kg_chr3_45108216_47545024.snplist,AFR,13933,8102,96411,""
3,45108216,47545024,1kg_chr3_45108216_47545024.AMR.edgelist,1kg_chr3_45108216_47545024.snplist,AMR,13933,6587,79403,""
3,45108216,47545024,1kg_chr3_45108216_47545024.SAS.edgelist,1kg_chr3_45108216_47545024.snplist,SAS,13933,5286,55913,""
3,47545024,52179438,1kg_chr3_47545024_52179438.EUR.edgelist,1kg_chr3_47545024_52179438.snplist,EUR,18053,5444,59917,""
3,47545024,52179438,1kg_chr3_47545024_52179438.SAS.edgelist,1kg_chr3_47545024_52179438.snplist,SAS,18053,5804,66055,""
3,47545024,52179438,1kg_chr3_47545024_52179438.AMR.edgelist,1kg_chr3_47545024_52179438.snplist,AMR,18053,6659,83825,""
3,47545024,52179438,1kg_chr3_47545024_52179438.AFR.edgelist,1kg_chr3_47545024_52179438.snplist,AFR,18053,9738,134338,""
3,47545024,52179438,1kg_chr3_47545024_52179438.EAS.edgelist,1kg_chr3_47545024_52179438.snplist,EAS,18053,5083,54372,""
3,52179438,54975538,1kg_chr3_52179438_54975538.EUR.edgelist,1kg_chr3_52179438_54975538.snplist,EUR,17475,6237,66041,""
3,52179438,54975538,1kg_chr3_52179438_54975538.AFR.edgelist,1kg_chr3_52179438_54975538.snplist,AFR,17475,11085,129897,""
3,52179438,54975538,1kg_chr3_52179438_54975538.AMR.edgelist,1kg_chr3_52179438_54975538.snplist,AMR,17475,7887,91251,""
3,52179438,54975538,1kg_chr3_52179438_54975538.EAS.edgelist,1kg_chr3_52179438_54975538.snplist,EAS,17475,6178,63973,""
3,52179438,54975538,1kg_chr3_52179438_54975538.SAS.edgelist,1kg_chr3_52179438_54975538.snplist,SAS,17475,7233,78665,""
3,54975538,56922208,1kg_chr3_54975538_56922208.AFR.edgelist,1kg_chr3_54975538_56922208.snplist,AFR,13078,8876,102545,""
3,54975538,56922208,1kg_chr3_54975538_56922208.EUR.edgelist,1kg_chr3_54975538_56922208.snplist,EUR,13078,5602,59928,""
3,54975538,56922208,1kg_chr3_54975538_56922208.EAS.edgelist,1kg_chr3_54975538_56922208.snplist,EAS,13078,5112,49951,""
3,54975538,56922208,1kg_chr3_54975538_56922208.SAS.edgelist,1kg_chr3_54975538_56922208.snplist,SAS,13078,5794,60919,""
3,54975538,56922208,1kg_chr3_54975538_56922208.AMR.edgelist,1kg_chr3_54975538_56922208.snplist,AMR,13078,6286,71539,""
3,56922208,60156340,1kg_chr3_56922208_60156340.EAS.edgelist,1kg_chr3_56922208_60156340.snplist,EAS,22424,6825,65196,""
3,56922208,60156340,1kg_chr3_56922208_60156340.EUR.edgelist,1kg_chr3_56922208_60156340.snplist,EUR,22424,8925,100606,""
3,56922208,60156340,1kg_chr3_56922208_60156340.AMR.edgelist,1kg_chr3_56922208_60156340.snplist,AMR,22424,10307,122492,""
3,56922208,60156340,1kg_chr3_56922208_60156340.SAS.edgelist,1kg_chr3_56922208_60156340.snplist,SAS,22424,9259,102276,""
3,56922208,60156340,1kg_chr3_56922208_60156340.AFR.edgelist,1kg_chr3_56922208_60156340.snplist,AFR,22424,14778,113649,""
3,60156340,62064477,1kg_chr3_60156340_62064477.AFR.edgelist,1kg_chr3_60156340_62064477.snplist,AFR,15566,10747,121454,""
3,60156340,62064477,1kg_chr3_60156340_62064477.EAS.edgelist,1kg_chr3_60156340_62064477.snplist,EAS,15566,5634,55614,""
3,60156340,62064477,1kg_chr3_60156340_62064477.EUR.edgelist,1kg_chr3_60156340_62064477.snplist,EUR,15566,6659,72041,""
3,60156340,62064477,1kg_chr3_60156340_62064477.AMR.edgelist,1kg_chr3_60156340_62064477.snplist,AMR,15566,7570,86054,""
3,60156340,62064477,1kg_chr3_60156340_62064477.SAS.edgelist,1kg_chr3_60156340_62064477.snplist,SAS,15566,6900,72332,""
3,62064477,63452301,1kg_chr3_62064477_63452301.AFR.edgelist,1kg_chr3_62064477_63452301.snplist,AFR,10426,7003,83307,""
3,62064477,63452301,1kg_chr3_62064477_63452301.EUR.edgelist,1kg_chr3_62064477_63452301.snplist,EUR,10426,4143,44775,""
3,62064477,63452301,1kg_chr3_62064477_63452301.SAS.edgelist,1kg_chr3_62064477_63452301.snplist,SAS,10426,4449,46532,""
3,62064477,63452301,1kg_chr3_62064477_63452301.EAS.edgelist,1kg_chr3_62064477_63452301.snplist,EAS,10426,3877,38976,""
3,62064477,63452301,1kg_chr3_62064477_63452301.AMR.edgelist,1kg_chr3_62064477_63452301.snplist,AMR,10426,4718,54451,""
3,63452301,65736796,1kg_chr3_63452301_65736796.AMR.edgelist,1kg_chr3_63452301_65736796.snplist,AMR,16997,8082,101987,""
3,63452301,65736796,1kg_chr3_63452301_65736796.SAS.edgelist,1kg_chr3_63452301_65736796.snplist,SAS,16997,7836,89622,""
3,63452301,65736796,1kg_chr3_63452301_65736796.EAS.edgelist,1kg_chr3_63452301_65736796.snplist,EAS,16997,6703,71512,""
3,63452301,65736796,1kg_chr3_63452301_65736796.EUR.edgelist,1kg_chr3_63452301_65736796.snplist,EUR,16997,7050,82862,""
3,63452301,65736796,1kg_chr3_63452301_65736796.AFR.edgelist,1kg_chr3_63452301_65736796.snplist,AFR,16997,11740,149634,""
3,65736796,67987339,1kg_chr3_65736796_67987339.AMR.edgelist,1kg_chr3_65736796_67987339.snplist,AMR,18478,8059,91947,""
3,65736796,67987339,1kg_chr3_65736796_67987339.AFR.edgelist,1kg_chr3_65736796_67987339.snplist,AFR,18478,12654,98935,""
3,65736796,67987339,1kg_chr3_65736796_67987339.SAS.edgelist,1kg_chr3_65736796_67987339.snplist,SAS,18478,7375,75436,""
3,65736796,67987339,1kg_chr3_65736796_67987339.EUR.edgelist,1kg_chr3_65736796_67987339.snplist,EUR,18478,7116,75683,""
3,65736796,67987339,1kg_chr3_65736796_67987339.EAS.edgelist,1kg_chr3_65736796_67987339.snplist,EAS,18478,6732,66508,""
3,67987339,69381301,1kg_chr3_67987339_69381301.AFR.edgelist,1kg_chr3_67987339_69381301.snplist,AFR,10218,7077,90591,""
3,67987339,69381301,1kg_chr3_67987339_69381301.AMR.edgelist,1kg_chr3_67987339_69381301.snplist,AMR,10218,4432,53159,""
3,67987339,69381301,1kg_chr3_67987339_69381301.SAS.edgelist,1kg_chr3_67987339_69381301.snplist,SAS,10218,4276,48429,""
3,67987339,69381301,1kg_chr3_67987339_69381301.EUR.edgelist,1kg_chr3_67987339_69381301.snplist,EUR,10218,3986,46279,""
3,67987339,69381301,1kg_chr3_67987339_69381301.EAS.edgelist,1kg_chr3_67987339_69381301.snplist,EAS,10218,4106,45163,""
3,69381301,71637546,1kg_chr3_69381301_71637546.SAS.edgelist,1kg_chr3_69381301_71637546.snplist,SAS,14111,5600,57837,""
3,69381301,71637546,1kg_chr3_69381301_71637546.EUR.edgelist,1kg_chr3_69381301_71637546.snplist,EUR,14111,5368,56478,""
3,69381301,71637546,1kg_chr3_69381301_71637546.AFR.edgelist,1kg_chr3_69381301_71637546.snplist,AFR,14111,9656,111993,""
3,69381301,71637546,1kg_chr3_69381301_71637546.AMR.edgelist,1kg_chr3_69381301_71637546.snplist,AMR,14111,5983,66005,""
3,69381301,71637546,1kg_chr3_69381301_71637546.EAS.edgelist,1kg_chr3_69381301_71637546.snplist,EAS,14111,5090,50399,""
3,71637546,75327611,1kg_chr3_71637546_75327611.AMR.edgelist,1kg_chr3_71637546_75327611.snplist,AMR,26346,11808,136657,""
3,71637546,75327611,1kg_chr3_71637546_75327611.EAS.edgelist,1kg_chr3_71637546_75327611.snplist,EAS,26346,9511,93789,""
3,71637546,75327611,1kg_chr3_71637546_75327611.EUR.edgelist,1kg_chr3_71637546_75327611.snplist,EUR,26346,10073,107279,""
3,71637546,75327611,1kg_chr3_71637546_75327611.SAS.edgelist,1kg_chr3_71637546_75327611.snplist,SAS,26346,10229,103683,""
3,71637546,75327611,1kg_chr3_71637546_75327611.AFR.edgelist,1kg_chr3_71637546_75327611.snplist,AFR,26346,18059,140386,""
3,75327611,75678993,1kg_chr3_75327611_75678993.AFR.edgelist,1kg_chr3_75327611_75678993.snplist,AFR,291,200,687,""
3,75327611,75678993,1kg_chr3_75327611_75678993.EAS.edgelist,1kg_chr3_75327611_75678993.snplist,EAS,291,96,376,""
3,75327611,75678993,1kg_chr3_75327611_75678993.AMR.edgelist,1kg_chr3_75327611_75678993.snplist,AMR,291,112,433,""
3,75327611,75678993,1kg_chr3_75327611_75678993.SAS.edgelist,1kg_chr3_75327611_75678993.snplist,SAS,291,115,393,""
3,75327611,75678993,1kg_chr3_75327611_75678993.EUR.edgelist,1kg_chr3_75327611_75678993.snplist,EUR,291,97,371,""
3,75678993,78975391,1kg_chr3_75678993_78975391.EUR.edgelist,1kg_chr3_75678993_78975391.snplist,EUR,22315,8539,86576,""
3,75678993,78975391,1kg_chr3_75678993_78975391.EAS.edgelist,1kg_chr3_75678993_78975391.snplist,EAS,22315,7822,75509,""
3,75678993,78975391,1kg_chr3_75678993_78975391.SAS.edgelist,1kg_chr3_75678993_78975391.snplist,SAS,22315,8899,89402,""
3,75678993,78975391,1kg_chr3_75678993_78975391.AMR.edgelist,1kg_chr3_75678993_78975391.snplist,AMR,22315,9764,107092,""
3,75678993,78975391,1kg_chr3_75678993_78975391.AFR.edgelist,1kg_chr3_75678993_78975391.snplist,AFR,22315,14614,106988,""
3,78975391,80044011,1kg_chr3_78975391_80044011.AFR.edgelist,1kg_chr3_78975391_80044011.snplist,AFR,6785,3864,41884,""
3,78975391,80044011,1kg_chr3_78975391_80044011.EUR.edgelist,1kg_chr3_78975391_80044011.snplist,EUR,6785,2065,19824,""
3,78975391,80044011,1kg_chr3_78975391_80044011.AMR.edgelist,1kg_chr3_78975391_80044011.snplist,AMR,6785,2372,23298,""
3,78975391,80044011,1kg_chr3_78975391_80044011.EAS.edgelist,1kg_chr3_78975391_80044011.snplist,EAS,6785,1700,15106,""
3,78975391,80044011,1kg_chr3_78975391_80044011.SAS.edgelist,1kg_chr3_78975391_80044011.snplist,SAS,6785,2161,19806,""
3,80044011,82734429,1kg_chr3_80044011_82734429.AMR.edgelist,1kg_chr3_80044011_82734429.snplist,AMR,16855,6587,73830,""
3,80044011,82734429,1kg_chr3_80044011_82734429.EAS.edgelist,1kg_chr3_80044011_82734429.snplist,EAS,16855,5450,55053,""
3,80044011,82734429,1kg_chr3_80044011_82734429.SAS.edgelist,1kg_chr3_80044011_82734429.snplist,SAS,16855,5973,61072,""
3,80044011,82734429,1kg_chr3_80044011_82734429.EUR.edgelist,1kg_chr3_80044011_82734429.snplist,EUR,16855,5910,62379,""
3,80044011,82734429,1kg_chr3_80044011_82734429.AFR.edgelist,1kg_chr3_80044011_82734429.snplist,AFR,16855,9941,119877,""
3,82734429,84146729,1kg_chr3_82734429_84146729.EAS.edgelist,1kg_chr3_82734429_84146729.snplist,EAS,8341,1890,17673,""
3,82734429,84146729,1kg_chr3_82734429_84146729.SAS.edgelist,1kg_chr3_82734429_84146729.snplist,SAS,8341,2643,28281,""
3,82734429,84146729,1kg_chr3_82734429_84146729.AMR.edgelist,1kg_chr3_82734429_84146729.snplist,AMR,8341,3142,36162,""
3,82734429,84146729,1kg_chr3_82734429_84146729.AFR.edgelist,1kg_chr3_82734429_84146729.snplist,AFR,8341,4650,52919,""
3,82734429,84146729,1kg_chr3_82734429_84146729.EUR.edgelist,1kg_chr3_82734429_84146729.snplist,EUR,8341,2813,31914,""
3,84146729,85489020,1kg_chr3_84146729_85489020.AFR.edgelist,1kg_chr3_84146729_85489020.snplist,AFR,9184,5361,61457,""
3,84146729,85489020,1kg_chr3_84146729_85489020.EAS.edgelist,1kg_chr3_84146729_85489020.snplist,EAS,9184,2733,26874,""
3,84146729,85489020,1kg_chr3_84146729_85489020.SAS.edgelist,1kg_chr3_84146729_85489020.snplist,SAS,9184,3319,35971,""
3,84146729,85489020,1kg_chr3_84146729_85489020.AMR.edgelist,1kg_chr3_84146729_85489020.snplist,AMR,9184,3782,43573,""
3,84146729,85489020,1kg_chr3_84146729_85489020.EUR.edgelist,1kg_chr3_84146729_85489020.snplist,EUR,9184,3318,36736,""
3,85489020,87360772,1kg_chr3_85489020_87360772.SAS.edgelist,1kg_chr3_85489020_87360772.snplist,SAS,12231,4884,49534,""
3,85489020,87360772,1kg_chr3_85489020_87360772.AFR.edgelist,1kg_chr3_85489020_87360772.snplist,AFR,12231,7079,81094,""
3,85489020,87360772,1kg_chr3_85489020_87360772.EAS.edgelist,1kg_chr3_85489020_87360772.snplist,EAS,12231,4498,45066,""
3,85489020,87360772,1kg_chr3_85489020_87360772.AMR.edgelist,1kg_chr3_85489020_87360772.snplist,AMR,12231,5568,60552,""
3,85489020,87360772,1kg_chr3_85489020_87360772.EUR.edgelist,1kg_chr3_85489020_87360772.snplist,EUR,12231,4693,48230,""
3,87360772,88209300,1kg_chr3_87360772_88209300.AMR.edgelist,1kg_chr3_87360772_88209300.snplist,AMR,5448,2357,26881,""
3,87360772,88209300,1kg_chr3_87360772_88209300.EUR.edgelist,1kg_chr3_87360772_88209300.snplist,EUR,5448,1890,19793,""
3,87360772,88209300,1kg_chr3_87360772_88209300.SAS.edgelist,1kg_chr3_87360772_88209300.snplist,SAS,5448,1989,19426,""
3,87360772,88209300,1kg_chr3_87360772_88209300.AFR.edgelist,1kg_chr3_87360772_88209300.snplist,AFR,5448,3092,34485,""
3,87360772,88209300,1kg_chr3_87360772_88209300.EAS.edgelist,1kg_chr3_87360772_88209300.snplist,EAS,5448,1854,18134,""
3,88209300,94537986,1kg_chr3_88209300_94537986.AFR.edgelist,1kg_chr3_88209300_94537986.snplist,AFR,17552,9823,116314,""
3,88209300,94537986,1kg_chr3_88209300_94537986.AMR.edgelist,1kg_chr3_88209300_94537986.snplist,AMR,17552,6294,71186,""
3,88209300,94537986,1kg_chr3_88209300_94537986.EUR.edgelist,1kg_chr3_88209300_94537986.snplist,EUR,17552,5209,52741,""
3,88209300,94537986,1kg_chr3_88209300_94537986.SAS.edgelist,1kg_chr3_88209300_94537986.snplist,SAS,17552,5217,51432,""
3,88209300,94537986,1kg_chr3_88209300_94537986.EAS.edgelist,1kg_chr3_88209300_94537986.snplist,EAS,17552,5399,54221,""
3,94537986,95715723,1kg_chr3_94537986_95715723.AMR.edgelist,1kg_chr3_94537986_95715723.snplist,AMR,9385,3453,41009,""
3,94537986,95715723,1kg_chr3_94537986_95715723.EUR.edgelist,1kg_chr3_94537986_95715723.snplist,EUR,9385,2959,32883,""
3,94537986,95715723,1kg_chr3_94537986_95715723.EAS.edgelist,1kg_chr3_94537986_95715723.snplist,EAS,9385,2507,24825,""
3,94537986,95715723,1kg_chr3_94537986_95715723.AFR.edgelist,1kg_chr3_94537986_95715723.snplist,AFR,9385,5517,69981,""
3,94537986,95715723,1kg_chr3_94537986_95715723.SAS.edgelist,1kg_chr3_94537986_95715723.snplist,SAS,9385,2860,30331,""
3,95715723,99327109,1kg_chr3_95715723_99327109.EAS.edgelist,1kg_chr3_95715723_99327109.snplist,EAS,27282,8474,81969,""
3,95715723,99327109,1kg_chr3_95715723_99327109.SAS.edgelist,1kg_chr3_95715723_99327109.snplist,SAS,27282,8657,84896,""
3,95715723,99327109,1kg_chr3_95715723_99327109.EUR.edgelist,1kg_chr3_95715723_99327109.snplist,EUR,27282,8540,86248,""
3,95715723,99327109,1kg_chr3_95715723_99327109.AMR.edgelist,1kg_chr3_95715723_99327109.snplist,AMR,27282,10405,116156,""
3,95715723,99327109,1kg_chr3_95715723_99327109.AFR.edgelist,1kg_chr3_95715723_99327109.snplist,AFR,27282,16529,134651,""
3,99327109,99631497,1kg_chr3_99327109_99631497.EUR.edgelist,1kg_chr3_99327109_99631497.snplist,EUR,2295,875,7860,""
3,99327109,99631497,1kg_chr3_99327109_99631497.AFR.edgelist,1kg_chr3_99327109_99631497.snplist,AFR,2295,1321,13059,""
3,99327109,99631497,1kg_chr3_99327109_99631497.EAS.edgelist,1kg_chr3_99327109_99631497.snplist,EAS,2295,870,8231,""
3,99327109,99631497,1kg_chr3_99327109_99631497.SAS.edgelist,1kg_chr3_99327109_99631497.snplist,SAS,2295,938,8620,""
3,99327109,99631497,1kg_chr3_99327109_99631497.AMR.edgelist,1kg_chr3_99327109_99631497.snplist,AMR,2295,966,9476,""
3,99631497,103307790,1kg_chr3_99631497_103307790.AMR.edgelist,1kg_chr3_99631497_103307790.snplist,AMR,22759,8796,97196,""
3,99631497,103307790,1kg_chr3_99631497_103307790.EUR.edgelist,1kg_chr3_99631497_103307790.snplist,EUR,22759,7837,82939,""
3,99631497,103307790,1kg_chr3_99631497_103307790.EAS.edgelist,1kg_chr3_99631497_103307790.snplist,EAS,22759,6563,63402,""
3,99631497,103307790,1kg_chr3_99631497_103307790.SAS.edgelist,1kg_chr3_99631497_103307790.snplist,SAS,22759,7875,79771,""
3,99631497,103307790,1kg_chr3_99631497_103307790.AFR.edgelist,1kg_chr3_99631497_103307790.snplist,AFR,22759,14167,109399,""
3,103307790,104862998,1kg_chr3_103307790_104862998.EAS.edgelist,1kg_chr3_103307790_104862998.snplist,EAS,6769,2468,23426,""
3,103307790,104862998,1kg_chr3_103307790_104862998.AFR.edgelist,1kg_chr3_103307790_104862998.snplist,AFR,6769,4107,42655,""
3,103307790,104862998,1kg_chr3_103307790_104862998.EUR.edgelist,1kg_chr3_103307790_104862998.snplist,EUR,6769,2413,22538,""
3,103307790,104862998,1kg_chr3_103307790_104862998.AMR.edgelist,1kg_chr3_103307790_104862998.snplist,AMR,6769,2953,28897,""
3,103307790,104862998,1kg_chr3_103307790_104862998.SAS.edgelist,1kg_chr3_103307790_104862998.snplist,SAS,6769,2672,24758,""
3,104862998,107117393,1kg_chr3_104862998_107117393.AFR.edgelist,1kg_chr3_104862998_107117393.snplist,AFR,10017,6025,63514,""
3,104862998,107117393,1kg_chr3_104862998_107117393.EAS.edgelist,1kg_chr3_104862998_107117393.snplist,EAS,10017,3134,27336,""
3,104862998,107117393,1kg_chr3_104862998_107117393.SAS.edgelist,1kg_chr3_104862998_107117393.snplist,SAS,10017,3697,34930,""
3,104862998,107117393,1kg_chr3_104862998_107117393.AMR.edgelist,1kg_chr3_104862998_107117393.snplist,AMR,10017,4025,40022,""
3,104862998,107117393,1kg_chr3_104862998_107117393.EUR.edgelist,1kg_chr3_104862998_107117393.snplist,EUR,10017,3730,35463,""
3,107117393,109802486,1kg_chr3_107117393_109802486.AMR.edgelist,1kg_chr3_107117393_109802486.snplist,AMR,16480,6772,75091,""
3,107117393,109802486,1kg_chr3_107117393_109802486.EUR.edgelist,1kg_chr3_107117393_109802486.snplist,EUR,16480,6043,62894,""
3,107117393,109802486,1kg_chr3_107117393_109802486.AFR.edgelist,1kg_chr3_107117393_109802486.snplist,AFR,16480,10586,123958,""
3,107117393,109802486,1kg_chr3_107117393_109802486.SAS.edgelist,1kg_chr3_107117393_109802486.snplist,SAS,16480,6019,61061,""
3,107117393,109802486,1kg_chr3_107117393_109802486.EAS.edgelist,1kg_chr3_107117393_109802486.snplist,EAS,16480,5077,47147,""
3,109802486,111210579,1kg_chr3_109802486_111210579.AFR.edgelist,1kg_chr3_109802486_111210579.snplist,AFR,9171,5569,66075,""
3,109802486,111210579,1kg_chr3_109802486_111210579.EUR.edgelist,1kg_chr3_109802486_111210579.snplist,EUR,9171,3223,32056,""
3,109802486,111210579,1kg_chr3_109802486_111210579.AMR.edgelist,1kg_chr3_109802486_111210579.snplist,AMR,9171,3591,38729,""
3,109802486,111210579,1kg_chr3_109802486_111210579.EAS.edgelist,1kg_chr3_109802486_111210579.snplist,EAS,9171,2963,27502,""
3,109802486,111210579,1kg_chr3_109802486_111210579.SAS.edgelist,1kg_chr3_109802486_111210579.snplist,SAS,9171,3281,32373,""
3,111210579,112690384,1kg_chr3_111210579_112690384.AFR.edgelist,1kg_chr3_111210579_112690384.snplist,AFR,10565,6494,74202,""
3,111210579,112690384,1kg_chr3_111210579_112690384.EUR.edgelist,1kg_chr3_111210579_112690384.snplist,EUR,10565,4004,41817,""
3,111210579,112690384,1kg_chr3_111210579_112690384.AMR.edgelist,1kg_chr3_111210579_112690384.snplist,AMR,10565,4531,49801,""
3,111210579,112690384,1kg_chr3_111210579_112690384.SAS.edgelist,1kg_chr3_111210579_112690384.snplist,SAS,10565,4090,41420,""
3,111210579,112690384,1kg_chr3_111210579_112690384.EAS.edgelist,1kg_chr3_111210579_112690384.snplist,EAS,10565,3474,32838,""
3,112690384,114706122,1kg_chr3_112690384_114706122.AFR.edgelist,1kg_chr3_112690384_114706122.snplist,AFR,12743,7661,83768,""
